MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1,col_31
MatNr2,2709,PrMod4,TSys32,AB-1CD-1,26.12.2023,20:06:46,System_issue,System_error,00:02:17,00:02:17,-0.0
MatNr2,2709,PrMod4,TSys32,AB-1CD-1,26.12.2023,20:12:31,System_issue,System_error,00:01:59,00:01:59,0.0
MatNr3,2710,PrMod3,TSys32,AB-1CD-6,26.12.2023,20:38:43,angel_to_wide,Tolerance_violence,00:01:44,00:01:44,0.0
MatNr2,2711,PrMod4,TSys32,AB-2CD-0,26.12.2023,21:00:14,OK,OK,00:02:12,00:02:12,0.0
MatNr1,2712,PrMod1,TSys27,AB-2CD-7,26.12.2023,21:27:39,OK,OK,00:02:08,00:02:08,0.0
MatNr1,2713,PrMod3,TSys27,AB-2CD-4,26.12.2023,21:47:30,OK,OK,00:02:01,00:02:01,0.0
MatNr2,2714,PrMod2,TSys27,AB-2CD-2,26.12.2023,22:10:46,OK,OK,00:01:44,00:01:44,0.0
MatNr2,2715,PrMod1,TSys54,AB-2CD-2,26.12.2023,22:33:31,OK,OK,00:01:49,00:01:49,0.0
MatNr3,2716,PrMod4,TSys27,AB-1CD-3,26.12.2023,22:54:35,System_issue,System_error,00:02:34,00:02:34,0.0
MatNr1,2717,PrMod4,TSys32,AB-3CD-0,26.12.2023,23:19:54,OK,OK,00:02:04,00:02:04,0.0
MatNr3,2718,PrMod3,TSys54,AB-3CD-5,26.12.2023,23:45:57,OK,OK,00:01:48,00:01:48,0.0
MatNr1,2719,PrMod1,TSys27,AB-3CD-9,27.12.2023,00:08:10,OK,OK,00:01:44,00:01:44,0.0
MatNr2,2720,PrMod4,TSys27,AB-1CD-9,27.12.2023,00:30:40,System_issue,System_error,00:02:17,00:02:17,0.0
MatNr2,2721,PrMod4,TSys32,AB-3CD-1,27.12.2023,00:53:28,OK,OK,00:01:43,00:01:43,0.0
MatNr2,2722,PrMod1,TSys27,AB-2CD-0,27.12.2023,01:15:54,Angel_to_low,Tolerance_violence,00:01:35,00:01:35,0.0
MatNr3,2723,PrMod3,TSys54,AB-1CD-2,27.12.2023,01:37:45,OK,OK,00:02:12,00:02:12,0.0
MatNr3,2724,PrMod4,TSys54,AB-3CD-2,27.12.2023,02:01:38,OK,OK,00:02:17,00:02:17,0.0
MatNr3,2725,PrMod4,TSys27,AB-1CD-0,27.12.2023,02:23:37,OK,OK,00:01:56,00:01:56,0.0
MatNr1,2726,PrMod3,TSys27,AB-1CD-8,27.12.2023,02:49:12,OK,OK,00:02:41,00:02:41,0.0
MatNr1,2727,PrMod1,TSys27,AB-1CD-5,27.12.2023,03:11:02,OK,OK,00:02:14,00:02:14,0.0
MatNr1,2728,PrMod4,TSys54,AB-1CD-1,27.12.2023,03:36:45,System_issue,System_error,00:02:19,00:02:19,0.0
MatNr3,2729,PrMod4,TSys54,AB-1CD-9,27.12.2023,03:58:48,OK,OK,00:01:31,00:01:31,0.0
MatNr2,2730,PrMod2,TSys27,AB-2CD-2,27.12.2023,04:21:17,System_issue,System_error,00:02:14,00:02:14,0.0
MatNr1,2731,PrMod2,TSys32,AB-2CD-3,27.12.2023,04:43:46,angel_to_wide,Tolerance_violence,00:01:33,00:01:33,0.0
MatNr1,2732,PrMod2,TSys54,AB-2CD-6,27.12.2023,05:05:22,OK,OK,00:01:45,00:01:45,0.0
MatNr3,2733,PrMod1,TSys27,AB-2CD-5,27.12.2023,05:29:15,System_issue,System_error,00:02:34,00:02:34,-0.0
MatNr2,2734,PrMod1,TSys27,AB-2CD-1,27.12.2023,05:50:20,OK,OK,00:02:15,00:02:15,-0.0
MatNr3,2735,PrMod3,TSys27,AB-1CD-2,27.12.2023,06:12:47,OK,OK,00:02:51,00:02:51,0.0
MatNr3,2736,PrMod1,TSys27,AB-1CD-8,27.12.2023,06:39:31,OK,OK,00:02:09,00:02:09,0.0
MatNr1,2737,PrMod3,TSys54,AB-3CD-5,27.12.2023,07:01:19,OK,OK,00:02:13,00:02:13,0.0
MatNr2,2738,PrMod4,TSys27,AB-2CD-3,27.12.2023,07:25:50,OK,OK,00:02:17,00:02:17,0.0
MatNr3,2739,PrMod3,TSys32,AB-1CD-6,27.12.2023,07:49:24,OK,OK,00:02:06,00:02:06,0.0
MatNr2,2740,PrMod1,TSys27,AB-2CD-6,27.12.2023,08:11:36,OK,OK,00:01:50,00:01:50,0.0
MatNr1,2741,PrMod3,TSys54,AB-2CD-2,27.12.2023,08:32:22,OK,OK,00:01:47,00:01:47,0.0
MatNr1,2742,PrMod2,TSys54,AB-1CD-7,27.12.2023,08:57:14,System_issue,System_error,00:01:28,00:01:28,0.0
MatNr3,2743,PrMod3,TSys32,AB-3CD-5,27.12.2023,09:17:06,OK,OK,00:01:51,00:01:51,0.0
MatNr3,2744,PrMod1,TSys54,AB-1CD-8,27.12.2023,09:41:34,OK,OK,00:02:32,00:02:32,0.0
MatNr1,2745,PrMod2,TSys32,AB-1CD-5,27.12.2023,10:05:06,OK,OK,00:01:34,00:01:34,0.0
MatNr2,2746,PrMod4,TSys27,AB-2CD-9,27.12.2023,10:28:36,OK,OK,00:01:53,00:01:53,0.0
MatNr2,2747,PrMod2,TSys54,AB-3CD-1,27.12.2023,10:50:54,OK,OK,00:02:42,00:02:42,0.0
MatNr1,2748,PrMod4,TSys27,AB-2CD-3,27.12.2023,11:13:33,OK,OK,00:01:31,00:01:31,0.0
MatNr3,2749,PrMod4,TSys54,AB-1CD-9,27.12.2023,11:38:09,System_issue,System_error,00:02:27,00:02:27,0.0
MatNr2,2750,PrMod4,TSys27,AB-2CD-7,27.12.2023,12:02:49,Angel_to_low,Tolerance_violence,00:02:09,00:02:09,0.0
MatNr1,2751,PrMod3,TSys27,AB-3CD-2,27.12.2023,12:25:10,System_issue,System_error,00:02:10,00:02:10,0.0
MatNr1,2752,PrMod2,TSys54,AB-3CD-9,27.12.2023,12:46:16,OK,OK,00:02:16,00:02:16,0.0
MatNr1,2753,PrMod3,TSys32,AB-2CD-1,27.12.2023,13:09:08,angel_to_wide,Tolerance_violence,00:01:56,00:01:56,0.0
MatNr3,2754,PrMod2,TSys54,AB-1CD-7,27.12.2023,13:32:01,angel_to_wide,Tolerance_violence,00:02:10,00:02:10,0.0
MatNr2,2755,PrMod2,TSys27,AB-3CD-9,27.12.2023,13:54:56,OK,OK,00:01:59,00:01:59,0.0
MatNr3,2756,PrMod3,TSys27,AB-1CD-0,27.12.2023,14:17:44,OK,OK,00:01:48,00:01:48,0.0
MatNr1,2757,PrMod3,TSys27,AB-3CD-9,27.12.2023,14:41:48,OK,OK,00:02:23,00:02:23,0.0
MatNr1,2758,PrMod3,TSys32,AB-2CD-1,27.12.2023,15:04:07,OK,OK,00:01:29,00:01:29,0.0
MatNr1,2759,PrMod4,TSys32,AB-3CD-7,27.12.2023,15:28:09,angel_to_wide,Tolerance_violence,00:01:19,00:01:19,0.0
MatNr2,2760,PrMod3,TSys32,AB-3CD-6,27.12.2023,15:49:01,OK,OK,00:02:06,00:02:06,0.0
MatNr1,2761,PrMod1,TSys27,AB-2CD-8,27.12.2023,16:12:37,OK,OK,00:01:47,00:01:47,0.0
MatNr1,2762,PrMod4,TSys32,AB-3CD-3,27.12.2023,16:34:28,OK,OK,00:01:40,00:01:40,0.0
MatNr3,2763,PrMod4,TSys27,AB-3CD-9,27.12.2023,16:59:00,angel_to_wide,Tolerance_violence,00:01:35,00:01:35,0.0
MatNr3,2764,PrMod3,TSys54,AB-2CD-6,27.12.2023,17:19:47,OK,OK,00:02:03,00:02:03,0.0
MatNr2,2765,PrMod2,TSys54,AB-2CD-1,27.12.2023,17:41:29,OK,OK,00:02:04,00:02:04,0.0
MatNr1,2766,PrMod1,TSys32,AB-2CD-7,27.12.2023,18:03:27,OK,OK,00:02:25,00:02:25,0.0
MatNr3,2767,PrMod4,TSys54,AB-1CD-4,27.12.2023,18:27:41,Angel_to_low,Tolerance_violence,00:02:06,00:02:06,0.0
MatNr1,2768,PrMod2,TSys32,AB-3CD-3,27.12.2023,18:51:21,Angel_to_low,Tolerance_violence,00:01:48,00:01:48,0.0
MatNr2,2769,PrMod2,TSys27,AB-3CD-2,27.12.2023,19:13:50,OK,OK,00:02:31,00:02:31,-0.0
MatNr2,2770,PrMod4,TSys32,AB-2CD-4,27.12.2023,19:37:49,angel_to_wide,Tolerance_violence,00:02:38,00:02:38,-0.0
MatNr1,2771,PrMod2,TSys54,AB-2CD-2,27.12.2023,20:04:23,OK,OK,00:01:53,00:01:53,0.0
MatNr2,2772,PrMod3,TSys54,AB-1CD-3,27.12.2023,20:29:52,OK,OK,00:01:32,00:01:32,0.0
MatNr1,2773,PrMod3,TSys54,AB-3CD-8,27.12.2023,20:52:36,OK,OK,00:02:07,00:02:07,0.0
MatNr3,2774,PrMod2,TSys54,AB-2CD-3,27.12.2023,21:16:16,OK,OK,00:01:44,00:01:44,0.0
MatNr1,2775,PrMod2,TSys32,AB-1CD-6,27.12.2023,21:36:42,OK,OK,00:02:11,00:02:11,0.0
MatNr3,2776,PrMod1,TSys32,AB-1CD-9,27.12.2023,21:57:30,OK,OK,00:02:22,00:02:22,0.0
MatNr3,2777,PrMod1,TSys27,AB-2CD-8,27.12.2023,22:19:20,OK,OK,00:01:56,00:01:56,0.0
MatNr2,2778,PrMod2,TSys54,AB-1CD-3,27.12.2023,22:43:37,OK,OK,00:01:55,00:01:55,0.0
MatNr3,2779,PrMod4,TSys54,AB-2CD-2,27.12.2023,23:05:02,OK,OK,00:02:00,00:02:00,0.0
MatNr3,2780,PrMod2,TSys32,AB-1CD-9,27.12.2023,23:30:26,OK,OK,00:01:49,00:01:49,0.0
MatNr1,2781,PrMod4,TSys54,AB-1CD-9,27.12.2023,23:51:22,OK,OK,00:02:22,00:02:22,0.0
MatNr2,2782,PrMod2,TSys54,AB-1CD-5,28.12.2023,00:13:39,OK,OK,00:01:58,00:01:58,0.0
MatNr3,2783,PrMod3,TSys32,AB-3CD-2,28.12.2023,00:36:09,OK,OK,00:02:08,00:02:08,0.0
MatNr2,2784,PrMod4,TSys54,AB-2CD-2,28.12.2023,00:59:32,OK,OK,00:01:58,00:01:58,0.0
MatNr2,2785,PrMod2,TSys54,AB-2CD-5,28.12.2023,01:25:02,OK,OK,00:01:43,00:01:43,0.0
MatNr3,2786,PrMod2,TSys54,AB-2CD-7,28.12.2023,01:46:50,OK,OK,00:02:06,00:02:06,0.0
MatNr1,2787,PrMod4,TSys54,AB-2CD-3,28.12.2023,02:09:45,OK,OK,00:02:08,00:02:08,0.0
MatNr2,2788,PrMod4,TSys54,AB-1CD-8,28.12.2023,02:34:08,OK,OK,00:01:46,00:01:46,0.0
MatNr3,2789,PrMod1,TSys32,AB-2CD-2,28.12.2023,02:54:28,OK,OK,00:01:42,00:01:42,0.0
MatNr3,2790,PrMod1,TSys27,AB-1CD-1,28.12.2023,03:16:35,OK,OK,00:02:01,00:02:01,0.0
MatNr2,2791,PrMod2,TSys54,AB-2CD-5,28.12.2023,03:38:20,OK,OK,00:02:04,00:02:04,0.0
MatNr1,2792,PrMod1,TSys54,AB-3CD-2,28.12.2023,04:01:22,Angel_to_low,Tolerance_violence,00:01:54,00:01:54,0.0
MatNr1,2793,PrMod2,TSys27,AB-2CD-8,28.12.2023,04:22:38,OK,OK,00:01:41,00:01:41,0.0
MatNr3,2794,PrMod1,TSys54,AB-2CD-7,28.12.2023,04:45:56,OK,OK,00:02:00,00:02:00,0.0
MatNr1,2795,PrMod2,TSys32,AB-1CD-4,28.12.2023,05:09:45,OK,OK,00:02:03,00:02:03,0.0
MatNr1,2796,PrMod4,TSys32,AB-2CD-4,28.12.2023,05:31:28,OK,OK,00:02:00,00:02:00,0.0
MatNr2,2797,PrMod4,TSys54,AB-3CD-1,28.12.2023,05:54:15,OK,OK,00:02:19,00:02:19,0.0
MatNr3,2798,PrMod4,TSys27,AB-2CD-8,28.12.2023,06:15:57,OK,OK,00:02:13,00:02:13,0.0
MatNr1,2799,PrMod2,TSys27,AB-1CD-4,28.12.2023,06:40:06,OK,OK,00:01:57,00:01:57,0.0
MatNr3,2800,PrMod1,TSys32,AB-3CD-3,28.12.2023,07:06:12,OK,OK,00:02:18,00:02:18,-0.0
MatNr2,2801,PrMod3,TSys27,AB-3CD-2,28.12.2023,07:28:24,OK,OK,00:01:49,00:01:49,0.0
MatNr3,2802,PrMod1,TSys27,AB-3CD-2,28.12.2023,07:51:38,OK,OK,00:02:05,00:02:05,-0.0
MatNr2,2803,PrMod4,TSys27,AB-2CD-5,28.12.2023,08:12:47,OK,OK,00:01:54,00:01:54,0.0
MatNr3,2804,PrMod2,TSys27,AB-2CD-3,28.12.2023,08:35:01,OK,OK,00:01:49,00:01:49,0.0
MatNr3,2805,PrMod1,TSys27,AB-3CD-8,28.12.2023,09:00:22,System_issue,System_error,00:01:43,00:01:43,0.0
MatNr2,2806,PrMod3,TSys54,AB-3CD-4,28.12.2023,09:19:14,Angel_to_low,Tolerance_violence,00:02:02,00:02:02,0.0
MatNr1,2807,PrMod4,TSys32,AB-2CD-5,28.12.2023,09:42:39,OK,OK,00:02:20,00:02:20,0.0
MatNr2,2808,PrMod2,TSys27,AB-1CD-9,28.12.2023,10:12:50,angel_to_wide,Tolerance_violence,00:02:20,00:02:20,-0.0
MatNr1,2809,PrMod2,TSys27,AB-3CD-3,28.12.2023,10:35:40,OK,OK,00:02:09,00:02:09,0.0
MatNr2,2810,PrMod2,TSys27,AB-1CD-5,28.12.2023,10:57:20,OK,OK,00:02:15,00:02:15,0.0
MatNr1,2811,PrMod3,TSys54,AB-2CD-1,28.12.2023,11:19:08,OK,OK,00:01:34,00:01:34,0.0
MatNr1,2812,PrMod2,TSys54,AB-1CD-5,28.12.2023,11:40:43,OK,OK,00:01:49,00:01:49,0.0
MatNr3,2813,PrMod2,TSys54,AB-3CD-6,28.12.2023,12:03:24,OK,OK,00:01:42,00:01:42,0.0
MatNr1,2814,PrMod2,TSys27,AB-3CD-7,28.12.2023,12:27:03,OK,OK,00:01:47,00:01:47,0.0
MatNr2,2815,PrMod4,TSys54,AB-2CD-6,28.12.2023,12:50:40,System_issue,System_error,00:01:43,00:01:43,0.0
MatNr3,2816,PrMod3,TSys27,AB-2CD-2,28.12.2023,13:12:08,OK,OK,00:01:54,00:01:54,0.0
MatNr1,2817,PrMod3,TSys54,AB-3CD-3,28.12.2023,13:34:25,OK,OK,00:01:50,00:01:50,0.0
MatNr1,2818,PrMod2,TSys32,AB-1CD-4,28.12.2023,13:57:54,System_issue,System_error,00:01:40,00:01:40,0.0
MatNr2,2819,PrMod4,TSys54,AB-3CD-2,28.12.2023,14:18:31,OK,OK,00:01:57,00:01:57,0.0
MatNr1,2820,PrMod3,TSys54,AB-1CD-7,28.12.2023,14:41:58,OK,OK,00:01:34,00:01:34,0.0
MatNr2,2821,PrMod4,TSys27,AB-2CD-2,28.12.2023,15:05:23,OK,OK,00:02:05,00:02:05,0.0
MatNr3,2822,PrMod2,TSys27,AB-1CD-1,28.12.2023,15:28:06,System_issue,System_error,00:02:08,00:02:08,0.0
MatNr1,2823,PrMod2,TSys27,AB-2CD-6,28.12.2023,15:50:15,OK,OK,00:02:08,00:02:08,0.0
MatNr2,2824,PrMod2,TSys32,AB-3CD-1,28.12.2023,16:13:13,OK,OK,00:01:31,00:01:31,0.0
MatNr3,2825,PrMod4,TSys27,AB-1CD-2,28.12.2023,16:33:44,OK,OK,00:02:06,00:02:06,0.0
MatNr2,2826,PrMod1,TSys32,AB-1CD-5,28.12.2023,16:54:33,OK,OK,00:01:40,00:01:40,0.0
MatNr1,2827,PrMod1,TSys54,AB-1CD-8,28.12.2023,17:16:17,OK,OK,00:02:33,00:02:33,0.0
MatNr2,2828,PrMod4,TSys27,AB-3CD-3,28.12.2023,17:38:17,OK,OK,00:02:02,00:02:02,0.0
MatNr1,2829,PrMod3,TSys27,AB-2CD-2,28.12.2023,18:03:43,OK,OK,00:01:50,00:01:50,0.0
MatNr3,2830,PrMod4,TSys54,AB-1CD-7,28.12.2023,18:28:34,OK,OK,00:01:59,00:01:59,0.0
MatNr3,2831,PrMod2,TSys27,AB-1CD-9,28.12.2023,18:49:41,OK,OK,00:02:08,00:02:08,0.0
MatNr2,2832,PrMod2,TSys27,AB-3CD-2,28.12.2023,19:12:55,OK,OK,00:02:07,00:02:07,0.0
MatNr3,2833,PrMod4,TSys54,AB-3CD-7,28.12.2023,19:35:39,System_issue,System_error,00:02:02,00:02:02,0.0
MatNr3,2833,PrMod4,TSys54,AB-3CD-7,28.12.2023,19:39:34,System_issue,System_error,00:02:15,00:02:15,0.0
MatNr2,2834,PrMod1,TSys54,AB-2CD-9,28.12.2023,20:03:00,OK,OK,00:01:39,00:01:39,0.0
MatNr3,2835,PrMod1,TSys27,AB-3CD-8,28.12.2023,20:24:29,OK,OK,00:01:56,00:01:56,-0.0
MatNr1,2836,PrMod2,TSys27,AB-3CD-6,28.12.2023,20:47:02,angel_to_wide,Tolerance_violence,00:01:53,00:01:53,0.0
MatNr1,2837,PrMod2,TSys27,AB-3CD-9,28.12.2023,21:09:07,OK,OK,00:02:41,00:02:41,0.0
MatNr2,2838,PrMod4,TSys32,AB-2CD-8,28.12.2023,21:36:28,System_issue,System_error,00:01:37,00:01:37,-0.0
MatNr2,2839,PrMod2,TSys54,AB-2CD-1,28.12.2023,21:58:38,OK,OK,00:01:30,00:01:30,0.0
MatNr2,2840,PrMod1,TSys32,AB-2CD-2,28.12.2023,22:20:41,OK,OK,00:02:41,00:02:41,0.0
MatNr1,2841,PrMod3,TSys54,AB-3CD-0,28.12.2023,22:45:33,OK,OK,00:02:27,00:02:27,0.0
MatNr3,2842,PrMod3,TSys54,AB-3CD-2,28.12.2023,23:09:38,angel_to_wide,Tolerance_violence,00:01:54,00:01:54,0.0
MatNr2,2843,PrMod1,TSys32,AB-3CD-5,28.12.2023,23:34:08,OK,OK,00:02:07,00:02:07,0.0
MatNr2,2844,PrMod4,TSys27,AB-3CD-2,29.12.2023,00:03:38,Angel_to_low,Tolerance_violence,00:01:36,00:01:36,0.0
MatNr3,2845,PrMod3,TSys32,AB-2CD-3,29.12.2023,00:27:01,angel_to_wide,Tolerance_violence,00:01:49,00:01:49,0.0
MatNr2,2846,PrMod1,TSys32,AB-1CD-5,29.12.2023,00:51:01,OK,OK,00:01:50,00:01:50,0.0
MatNr2,2847,PrMod3,TSys32,AB-2CD-9,29.12.2023,01:13:24,OK,OK,00:02:02,00:02:02,0.0
MatNr2,2848,PrMod2,TSys27,AB-3CD-7,29.12.2023,01:43:54,angel_to_wide,Tolerance_violence,00:01:59,00:01:59,0.0
MatNr2,2849,PrMod4,TSys54,AB-1CD-3,29.12.2023,02:07:01,System_issue,System_error,00:01:40,00:01:40,0.0
MatNr2,2850,PrMod3,TSys32,AB-3CD-0,29.12.2023,02:30:05,OK,OK,00:02:13,00:02:13,0.0
MatNr2,2851,PrMod1,TSys27,AB-1CD-4,29.12.2023,02:51:58,OK,OK,00:01:56,00:01:56,0.0
MatNr1,2852,PrMod1,TSys27,AB-3CD-2,29.12.2023,03:18:19,OK,OK,00:01:48,00:01:48,0.0
MatNr1,2853,PrMod3,TSys54,AB-1CD-9,29.12.2023,03:42:12,OK,OK,00:02:20,00:02:20,0.0
MatNr1,2854,PrMod3,TSys27,AB-1CD-7,29.12.2023,04:04:16,System_issue,System_error,00:01:54,00:01:54,0.0
MatNr3,2855,PrMod1,TSys32,AB-1CD-0,29.12.2023,04:28:21,OK,OK,00:01:51,00:01:51,0.0
MatNr1,2856,PrMod2,TSys32,AB-3CD-0,29.12.2023,04:52:32,OK,OK,00:02:08,00:02:08,0.0
MatNr3,2857,PrMod1,TSys32,AB-3CD-6,29.12.2023,05:16:52,OK,OK,00:02:04,00:02:04,0.0
MatNr1,2858,PrMod3,TSys32,AB-2CD-8,29.12.2023,05:43:04,OK,OK,00:02:20,00:02:20,0.0
MatNr1,2859,PrMod3,TSys32,AB-2CD-3,29.12.2023,06:03:54,OK,OK,00:01:39,00:01:39,0.0
MatNr2,2860,PrMod3,TSys54,AB-2CD-0,29.12.2023,06:26:59,OK,OK,00:02:04,00:02:04,0.0
MatNr3,2861,PrMod4,TSys32,AB-2CD-1,29.12.2023,06:49:07,OK,OK,00:02:03,00:02:03,0.0
MatNr1,2862,PrMod3,TSys27,AB-2CD-0,29.12.2023,07:16:23,angel_to_wide,Tolerance_violence,00:02:28,00:02:28,0.0
MatNr2,2863,PrMod3,TSys27,AB-1CD-3,29.12.2023,07:40:34,OK,OK,00:02:21,00:02:21,0.0
MatNr2,2864,PrMod3,TSys54,AB-2CD-3,29.12.2023,08:03:47,OK,OK,00:02:29,00:02:29,0.0
MatNr3,2865,PrMod1,TSys32,AB-3CD-3,29.12.2023,08:30:48,OK,OK,00:01:44,00:01:44,0.0
MatNr1,2866,PrMod3,TSys54,AB-1CD-3,29.12.2023,08:53:45,OK,OK,00:01:52,00:01:52,0.0
MatNr2,2867,PrMod3,TSys54,AB-3CD-7,29.12.2023,09:18:01,System_issue,System_error,00:02:34,00:02:34,0.0
MatNr2,2868,PrMod2,TSys54,AB-1CD-2,29.12.2023,09:40:45,OK,OK,00:02:00,00:02:00,0.0
MatNr1,2869,PrMod1,TSys32,AB-2CD-0,29.12.2023,10:04:11,OK,OK,00:02:13,00:02:13,0.0
MatNr1,2870,PrMod4,TSys54,AB-1CD-5,29.12.2023,10:29:40,OK,OK,00:02:01,00:02:01,0.0
MatNr2,2871,PrMod4,TSys32,AB-2CD-1,29.12.2023,10:52:40,OK,OK,00:02:01,00:02:01,0.0
MatNr3,2872,PrMod3,TSys32,AB-1CD-5,29.12.2023,11:13:50,OK,OK,00:01:53,00:01:53,0.0
MatNr3,2873,PrMod4,TSys54,AB-1CD-4,29.12.2023,11:35:51,System_issue,System_error,00:01:27,00:01:27,0.0
MatNr2,2874,PrMod2,TSys32,AB-1CD-7,29.12.2023,11:58:48,Angel_to_low,Tolerance_violence,00:02:21,00:02:21,0.0
MatNr2,2875,PrMod2,TSys54,AB-1CD-9,29.12.2023,12:22:35,OK,OK,00:01:23,00:01:23,-0.0
MatNr2,2876,PrMod2,TSys54,AB-3CD-0,29.12.2023,12:46:22,OK,OK,00:01:32,00:01:32,0.0
MatNr2,2877,PrMod4,TSys32,AB-2CD-7,29.12.2023,13:11:14,OK,OK,00:02:05,00:02:05,0.0
MatNr1,2878,PrMod4,TSys27,AB-3CD-0,29.12.2023,13:33:40,OK,OK,00:01:45,00:01:45,0.0
MatNr2,2879,PrMod2,TSys54,AB-2CD-8,29.12.2023,13:56:27,OK,OK,00:01:42,00:01:42,0.0
MatNr2,2880,PrMod3,TSys27,AB-2CD-4,29.12.2023,14:23:11,OK,OK,00:01:33,00:01:33,0.0
MatNr1,2881,PrMod1,TSys27,AB-3CD-1,29.12.2023,14:48:27,OK,OK,00:02:02,00:02:02,0.0
MatNr1,2882,PrMod3,TSys54,AB-2CD-4,29.12.2023,15:12:36,OK,OK,00:01:27,00:01:27,0.0
MatNr2,2883,PrMod1,TSys32,AB-2CD-2,29.12.2023,15:35:27,System_issue,System_error,00:01:40,00:01:40,0.0
MatNr3,2884,PrMod1,TSys32,AB-2CD-2,29.12.2023,15:57:19,OK,OK,00:02:28,00:02:28,0.0
MatNr1,2885,PrMod3,TSys32,AB-1CD-0,29.12.2023,16:22:05,OK,OK,00:02:24,00:02:24,0.0
MatNr1,2886,PrMod2,TSys54,AB-3CD-5,29.12.2023,16:47:43,OK,OK,00:01:43,00:01:43,0.0
MatNr1,2887,PrMod3,TSys54,AB-1CD-2,29.12.2023,17:12:43,System_issue,System_error,00:01:47,00:01:47,0.0
MatNr1,2888,PrMod1,TSys32,AB-2CD-0,29.12.2023,17:37:50,OK,OK,00:01:29,00:01:29,-0.0
MatNr3,2889,PrMod2,TSys32,AB-3CD-7,29.12.2023,18:00:28,OK,OK,00:01:52,00:01:52,0.0
MatNr2,2890,PrMod3,TSys54,AB-2CD-0,29.12.2023,18:25:00,angel_to_wide,Tolerance_violence,00:02:22,00:02:22,0.0
MatNr3,2891,PrMod1,TSys27,AB-2CD-2,29.12.2023,18:49:32,System_issue,System_error,00:02:11,00:02:11,0.0
MatNr2,2892,PrMod4,TSys54,AB-3CD-3,29.12.2023,19:15:05,System_issue,System_error,00:01:35,00:01:35,0.0
MatNr1,2893,PrMod3,TSys27,AB-3CD-7,29.12.2023,19:37:09,OK,OK,00:02:11,00:02:11,0.0
MatNr1,2894,PrMod3,TSys27,AB-3CD-8,29.12.2023,19:56:46,OK,OK,00:01:41,00:01:41,0.0
MatNr1,2895,PrMod3,TSys32,AB-3CD-3,29.12.2023,20:23:13,angel_to_wide,Tolerance_violence,00:01:44,00:01:44,0.0
MatNr2,2896,PrMod3,TSys27,AB-2CD-7,29.12.2023,20:44:32,System_issue,System_error,00:01:32,00:01:32,0.0
MatNr1,2897,PrMod2,TSys32,AB-3CD-4,29.12.2023,21:07:38,System_issue,System_error,00:02:33,00:02:33,0.0
MatNr3,2898,PrMod2,TSys27,AB-3CD-0,29.12.2023,21:34:32,System_issue,System_error,00:02:16,00:02:16,0.0
MatNr3,2899,PrMod4,TSys32,AB-2CD-5,29.12.2023,22:02:00,Angel_to_low,Tolerance_violence,00:01:43,00:01:43,0.0
MatNr1,2900,PrMod1,TSys32,AB-3CD-4,29.12.2023,22:24:27,OK,OK,00:02:06,00:02:06,-0.0
MatNr3,2901,PrMod3,TSys27,AB-1CD-2,29.12.2023,22:47:13,OK,OK,00:01:46,00:01:46,0.0
MatNr3,2902,PrMod3,TSys27,AB-1CD-5,29.12.2023,23:10:07,OK,OK,00:02:07,00:02:07,0.0
MatNr3,2903,PrMod1,TSys27,AB-2CD-7,29.12.2023,23:33:20,OK,OK,00:01:29,00:01:29,0.0
MatNr2,2904,PrMod2,TSys27,AB-1CD-4,29.12.2023,23:54:46,OK,OK,00:02:18,00:02:18,0.0
MatNr2,2905,PrMod3,TSys32,AB-2CD-6,30.12.2023,00:24:05,angel_to_wide,Tolerance_violence,00:01:44,00:01:44,0.0
MatNr1,2906,PrMod2,TSys54,AB-3CD-3,30.12.2023,00:46:26,OK,OK,00:02:00,00:02:00,0.0
MatNr1,2907,PrMod2,TSys32,AB-3CD-3,30.12.2023,01:10:42,OK,OK,00:01:40,00:01:40,0.0
MatNr2,2908,PrMod1,TSys27,AB-3CD-4,30.12.2023,01:31:36,OK,OK,00:02:27,00:02:27,0.0
MatNr1,2909,PrMod1,TSys27,AB-3CD-1,30.12.2023,01:55:47,OK,OK,00:02:22,00:02:22,0.0
MatNr3,2910,PrMod4,TSys32,AB-1CD-1,30.12.2023,02:19:37,OK,OK,00:01:42,00:01:42,0.0
MatNr3,2911,PrMod2,TSys27,AB-3CD-6,30.12.2023,02:40:11,OK,OK,00:02:00,00:02:00,-0.0
MatNr2,2912,PrMod1,TSys27,AB-3CD-9,30.12.2023,03:05:55,OK,OK,00:02:05,00:02:05,0.0
MatNr1,2913,PrMod4,TSys32,AB-3CD-2,30.12.2023,03:28:56,OK,OK,00:01:36,00:01:36,0.0
MatNr1,2914,PrMod1,TSys54,AB-3CD-6,30.12.2023,03:51:57,angel_to_wide,Tolerance_violence,00:02:03,00:02:03,0.0
MatNr2,2915,PrMod3,TSys54,AB-1CD-5,30.12.2023,04:11:32,OK,OK,00:01:45,00:01:45,0.0
MatNr1,2916,PrMod3,TSys54,AB-1CD-1,30.12.2023,04:34:48,OK,OK,00:02:17,00:02:17,0.0
MatNr2,2917,PrMod1,TSys32,AB-1CD-7,30.12.2023,04:55:55,OK,OK,00:01:40,00:01:40,0.0
